diagram_id,similarity_score,ged_value,max_possible_ged,normalized_ged,semantic_score,structural_score,relationship_score,details,num_edit_operations,edit_operations_summary,variation_type,expected_score_range,modifications,human_score,nodes_key,nodes_student,nodes_matched,nodes_missing,nodes_extra,edges_key,edges_student,edges_wrong_type,system_category,human_category,error,abs_error
student_039,68.96874681190921,9.898506232102712,22.0,0.44993210145921414,60.67593550043446,100.0,75.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 2, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.01073805987835, 'total_attr_cost': 7.519230005145072, 'total_method_cost': 19.53708111246427}",30,"{'node_substitutions': 28, 'edge_wrong_types': 2, 'total_operations': 30}",missing_methods,"[70, 85]","['Removed method batalkanPesanan from Pesanan', 'Removed method prosesPembayaran from Pembayaran', 'Removed method terapkanDiskon from Produk', 'Removed method lacakPengiriman from Pengiriman']",67.65712151045845,7,7,7,0,0,8,8,2,Fair,Fair,1.3116253014507606,1.3116253014507606
student_040,70.652492389775,9.138321177164713,22.0,0.41537823532566875,59.618719613977845,100.0,87.5,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 1, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.306758508086205, 'total_attr_cost': 8.694562330842018, 'total_method_cost': 18.192846318085987}",29,"{'node_substitutions': 28, 'edge_wrong_types': 1, 'total_operations': 29}",missing_methods,"[70, 85]","['Removed method prosesPembayaran from Pembayaran', 'Removed method kirimPesanan from Pengiriman', 'Removed method daftar from Pelanggan', 'Removed method hitungTotal from KeranjangBelanja']",69.24953197706134,7,7,7,0,0,8,8,1,Good,Fair,1.402960412713668,1.402960412713668
student_041,81.83530443307248,4.883262856304645,22.0,0.22196649346839295,60.154034037675174,100.0,62.5,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 3, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.15687046945095, 'total_attr_cost': 7.81572457353274, 'total_method_cost': 11.248419056336086}",31,"{'node_substitutions': 28, 'edge_wrong_types': 3, 'total_operations': 31}",wrong_relationships,"[50, 70]","['Changed relationship rel_2 from association to generalization', 'Changed relationship rel_1 from association to aggregation', 'Changed relationship rel_5 from aggregation to generalization']",80.0,7,7,7,0,0,8,8,3,Good,Good,1.83530443307248,1.83530443307248
student_042,81.83530443307248,4.883262856304645,22.0,0.22196649346839295,60.154034037675174,100.0,62.5,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 3, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.15687046945095, 'total_attr_cost': 7.81572457353274, 'total_method_cost': 11.248419056336086}",31,"{'node_substitutions': 28, 'edge_wrong_types': 3, 'total_operations': 31}",wrong_relationships,"[50, 70]","['Changed relationship rel_2 from association to generalization', 'Changed relationship rel_1 from association to aggregation', 'Changed relationship rel_5 from aggregation to association']",80.0,7,7,7,0,0,8,8,3,Good,Good,1.83530443307248,1.83530443307248
student_043,84.34527582381179,4.083262856304645,22.0,0.1856028571047566,60.154034037675174,100.0,75.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 2, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.15687046945095, 'total_attr_cost': 7.81572457353274, 'total_method_cost': 11.248419056336086}",30,"{'node_substitutions': 28, 'edge_wrong_types': 2, 'total_operations': 30}",wrong_relationships,"[50, 70]","['Changed relationship rel_1 from association to composition', 'Changed relationship rel_2 from association to aggregation']",79.36368145604074,7,7,7,0,0,8,8,2,Good,Good,4.981594367771052,4.981594367771052
student_044,84.34527582381179,4.083262856304645,22.0,0.1856028571047566,60.154034037675174,100.0,75.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 2, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.15687046945095, 'total_attr_cost': 7.81572457353274, 'total_method_cost': 11.248419056336086}",30,"{'node_substitutions': 28, 'edge_wrong_types': 2, 'total_operations': 30}",wrong_relationships,"[50, 70]","['Changed relationship rel_3 from association to composition', 'Changed relationship rel_6 from association to composition']",80.0,7,7,7,0,0,8,8,2,Good,Good,4.3452758238117895,4.3452758238117895
student_045,87.01408566226281,3.2832628563046455,22.0,0.14923922074112025,60.154034037675174,100.0,87.5,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 1, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.15687046945095, 'total_attr_cost': 7.81572457353274, 'total_method_cost': 11.248419056336086}",29,"{'node_substitutions': 28, 'edge_wrong_types': 1, 'total_operations': 29}",wrong_relationships,"[50, 70]","['Changed relationship rel_2 from association to generalization', 'Changed relationship rel_8 from association to aggregation']",80.0,7,7,7,0,0,8,8,1,Good,Good,7.014085662262815,7.014085662262815
student_046,78.28641169977986,6.101939432819684,22.0,0.27736088330998565,58.806299950395314,85.71428571428572,50.0,"{'nodes_key': 7, 'nodes_student': 6, 'nodes_matched': 6, 'nodes_missing': 1, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 6, 'edges_wrong_type': 2, 'edges_missing': 2, 'edges_extra': 0, 'total_name_cost': 8.650677010416985, 'total_attr_cost': 6.973213155070941, 'total_method_cost': 9.045224328835806}",23,"{'node_substitutions': 21, 'edge_wrong_types': 2, 'total_operations': 23}",combination_errors,"[40, 60]","['Removed class: KeranjangBelanja', 'Removed attribute idProduk from Produk', 'Removed attribute idPengiriman from Pengiriman', 'Changed relationship rel_2 to composition', 'Changed relationship rel_1 to composition']",70.0,7,6,6,1,0,8,6,2,Good,Good,8.286411699779862,8.286411699779862
student_047,72.28149758384805,8.436558089405299,22.0,0.3834799131547863,57.90429299785978,85.71428571428572,75.0,"{'nodes_key': 7, 'nodes_student': 6, 'nodes_matched': 6, 'nodes_missing': 1, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 6, 'edges_wrong_type': 0, 'edges_missing': 2, 'edges_extra': 0, 'total_name_cost': 8.840098470449448, 'total_attr_cost': 7.493820870916049, 'total_method_cost': 8.665752242008846}",21,"{'node_substitutions': 21, 'edge_wrong_types': 0, 'total_operations': 21}",combination_errors,"[40, 60]","['Removed class: Pembayaran', 'Removed attribute idFaktur from Faktur', 'Removed attribute idPelanggan from Pelanggan', 'Changed relationship rel_2 to generalization', 'Changed relationship rel_6 to generalization']",70.0,7,6,6,1,0,8,6,0,Good,Good,2.2814975838480507,2.2814975838480507
student_048,70.58704253927026,9.167193309962748,22.0,0.41669060499830674,58.80009113323121,85.71428571428572,50.0,"{'nodes_key': 7, 'nodes_student': 6, 'nodes_matched': 6, 'nodes_missing': 1, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 6, 'edges_wrong_type': 2, 'edges_missing': 2, 'edges_extra': 0, 'total_name_cost': 8.651980862021446, 'total_attr_cost': 6.387710373600323, 'total_method_cost': 9.083718578020731}",23,"{'node_substitutions': 21, 'edge_wrong_types': 2, 'total_operations': 23}",combination_errors,"[40, 60]","['Removed class: KeranjangBelanja', 'Removed attribute idPelanggan from Pelanggan', 'Removed attribute idProduk from Produk', 'Changed relationship rel_8 to generalization', 'Changed relationship rel_1 to aggregation']",70.0,7,6,6,1,0,8,6,2,Good,Good,0.5870425392702572,0.5870425392702572
student_049,72.27534269650272,8.439150032649437,22.0,0.3835977287567926,57.012801581905,85.71428571428572,62.5,"{'nodes_key': 7, 'nodes_student': 6, 'nodes_matched': 6, 'nodes_missing': 1, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 6, 'edges_wrong_type': 1, 'edges_missing': 2, 'edges_extra': 0, 'total_name_cost': 9.02731166779995, 'total_attr_cost': 8.714352492491404, 'total_method_cost': 9.519514133532843}",22,"{'node_substitutions': 21, 'edge_wrong_types': 1, 'total_operations': 22}",combination_errors,"[40, 60]","['Removed class: Pelanggan', 'Removed attribute idPembayaran from Pembayaran', 'Removed attribute idFaktur from Faktur', 'Changed relationship rel_2 to composition', 'Changed relationship rel_3 to generalization']",70.0,7,6,6,1,0,8,6,1,Good,Good,2.275342696502719,2.275342696502719
student_050,79.9272829919082,5.5250192130605384,22.0,0.2511372369572972,59.15844192107518,85.71428571428572,75.0,"{'nodes_key': 7, 'nodes_student': 6, 'nodes_matched': 6, 'nodes_missing': 1, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 6, 'edges_wrong_type': 0, 'edges_missing': 2, 'edges_extra': 0, 'total_name_cost': 8.576727196574211, 'total_attr_cost': 7.2809525986512496, 'total_method_cost': 9.05088073015213}",21,"{'node_substitutions': 21, 'edge_wrong_types': 0, 'total_operations': 21}",combination_errors,"[40, 60]","['Removed class: KeranjangBelanja', 'Removed attribute idProduk from Produk', 'Removed attribute idPembayaran from Pembayaran', 'Changed relationship rel_3 to generalization', 'Changed relationship rel_8 to aggregation']",70.0,7,6,6,1,0,8,6,0,Good,Good,9.9272829919082,9.9272829919082
